name,type,lat,lon,city
Vishwa Shanti Stupa,place_of_worship,28.6023804,77.2533994,delhi
Jandi Mandir,place_of_worship,28.5713132,77.2386276,delhi
Unknown,place_of_worship,28.6635554,77.2081231,delhi
Unknown,place_of_worship,28.6657314,77.2082925,delhi
Unknown,place_of_worship,28.6205538,77.2056779,delhi
Shiv Mandir,place_of_worship,28.5968437,77.1233477,delhi
Shani Temple,place_of_worship,28.7141578,77.2103733,delhi
Shri Jhulalal Durga Mandir,place_of_worship,28.6447679,77.1996915,delhi
Unknown,place_of_worship,28.6471618,77.202618,delhi
Shiv Mandir,place_of_worship,28.6070091,77.0684634,delhi
Shiv Mandir,place_of_worship,28.6748389,77.4779434,delhi
Hazrat Sayyed Gayasuddin Chishta Rahemtullah Alleh,place_of_worship,28.5975774,77.1406171,delhi
Gurudwara,place_of_worship,28.6276638,77.280385,delhi
Unknown,place_of_worship,28.624808,77.2332133,delhi
Unknown,place_of_worship,28.4812145,77.117359,delhi
Unknown,place_of_worship,28.6273219,77.2759805,delhi
Jesus Christ House Of Prayer,place_of_worship,28.6183114,77.032439,delhi
राधा कृष्ण मंदिर,place_of_worship,28.6170649,77.0295384,delhi
प्राचीन शिव मंदिर,place_of_worship,28.613301,77.0327734,delhi
Dawat Urdu Sehroza,place_of_worship,28.5573497,77.2952457,delhi
Masjid Al Hidayah (Ahle Hadith),place_of_worship,28.5483793,77.3026551,delhi
"Markaz, Jamaat e Islami Hind",place_of_worship,28.5566001,77.2960623,delhi
Jama'at-e-Islami Hind Head Quarters,place_of_worship,28.5560266,77.2972295,delhi
Markaz Jamaat e Islami Masjid (Ahle Hadith),place_of_worship,28.5568225,77.2940111,delhi
Gauri Shankar Temple,place_of_worship,28.6686404,77.3081506,delhi
Gauri Shankar Temple,place_of_worship,28.6686635,77.3081154,delhi
Shri Lakshmi Narayan Temple,place_of_worship,28.669661,77.3074459,delhi
Julelal Temple,place_of_worship,28.6695647,77.3097575,delhi
Ram Sita Temple,place_of_worship,28.6690542,77.3122355,delhi
Unknown,place_of_worship,28.6192929,77.2889601,delhi
Temple,place_of_worship,28.5257778,77.236502,delhi
Temple,place_of_worship,28.5258983,77.2363425,delhi
Jai Baba Veer Bulaki,place_of_worship,28.5937042,77.1198528,delhi
New City Delhi,place_of_worship,28.5541238,77.1945297,delhi
South Indian Temple,place_of_worship,28.6466793,77.1926872,delhi
Unknown,place_of_worship,28.6279419,77.2947446,delhi
Dargah Hazrat Baba Rangeele Shah Chisthi Nizami,place_of_worship,28.6259209,77.2112242,delhi
Unknown,place_of_worship,28.6896631,77.2073242,delhi
Sindhi Sat Sangat Darbar,place_of_worship,28.5683851,77.2475123,delhi
Shani Mandir,place_of_worship,28.5902475,77.0715454,delhi
Shiv Mandir,place_of_worship,28.5866246,77.0729922,delhi
Unknown,place_of_worship,28.6144393,77.0260742,delhi
Unknown,place_of_worship,28.6155994,77.0283281,delhi
Mughal Mosque,place_of_worship,28.5255372,77.1862553,delhi
Unknown,place_of_worship,28.6188038,77.0299255,delhi
शिव मंदिर बापरोला गांव,place_of_worship,28.6411561,77.0115895,delhi
Sarhaul Village Mata,place_of_worship,28.4884787,77.0717967,delhi
GURUDWARA JHARSA,place_of_worship,28.4391671,77.0438573,delhi
श्री गोपाल मंदिर,place_of_worship,28.6475751,77.2396598,delhi
Shiv Mandir,place_of_worship,28.6863256,77.2804906,delhi
Unknown,place_of_worship,28.6168255,77.0177606,delhi
Unknown,place_of_worship,28.6144952,77.0132873,delhi
Unknown,place_of_worship,28.6071761,77.1314129,delhi
Shri Laxmi Narayan Mandir,place_of_worship,28.6572841,77.2034121,delhi
Sri Satyanarayan Mandir,place_of_worship,28.5901614,77.0727113,delhi
Hanuman Mandir,place_of_worship,28.5632055,77.3891119,delhi
Masjid Badal Beig,place_of_worship,28.6503229,77.2253598,delhi
Durga Mandir,place_of_worship,28.5619968,77.3906937,delhi
gurudwara,place_of_worship,28.690043,77.3398463,delhi
shree 1008 munisuvratnath digambar jain mandi r,place_of_worship,28.6901495,77.3394526,delhi
shiv mandir,place_of_worship,28.6918724,77.4907107,delhi
hanuman mandir,place_of_worship,28.6917559,77.4915793,delhi
shiv mandir,place_of_worship,28.6920974,77.4928474,delhi
shiv mandir,place_of_worship,28.6883703,77.4838969,delhi
mata mandir,place_of_worship,28.6889951,77.3464639,delhi
Jharkhandi Mandir,place_of_worship,28.6671344,77.2855342,delhi
Maniram Mandir,place_of_worship,28.6680441,77.285313,delhi
Mata Chaamunda Temple,place_of_worship,28.6677409,77.289377,delhi
Unknown,place_of_worship,28.6687017,77.2888107,delhi
Unknown,place_of_worship,28.6533925,77.227377,delhi
Unknown,place_of_worship,28.5970931,77.0488008,delhi
Shiv Shakti Mandir,place_of_worship,28.6736574,77.4646304,delhi
Unknown,place_of_worship,28.7236495,77.1303268,delhi
Unknown,place_of_worship,28.7246401,77.1296258,delhi
Shri Durga Mata Mandir,place_of_worship,28.6232188,77.2892251,delhi
Unknown,place_of_worship,28.5629021,77.0491615,delhi
Shri Digambar Jain Trilok Tirth Dham,place_of_worship,28.8752773,77.3345807,delhi
Radha Krishan,place_of_worship,28.6581351,77.2251977,delhi
Unknown,place_of_worship,28.6587843,77.2244556,delhi
Shri Kali Devi Mandir,place_of_worship,28.6574361,77.2257623,delhi
Shri Ghanteshwar,place_of_worship,28.6580466,77.2249284,delhi
Sri Sri Radha Giridhar Gopal Temple,place_of_worship,28.6586788,77.2254323,delhi
Markazi Masjid,place_of_worship,28.5919831,77.2428773,delhi
Unknown,place_of_worship,28.7378652,77.0354979,delhi
Unknown,place_of_worship,28.7379975,77.0345615,delhi
Unknown,place_of_worship,28.5426369,77.2002862,delhi
Datar Jaisonar Shiv Sai Mandir,place_of_worship,28.4965144,77.2369498,delhi
Shiv Shakti Hanuman Mandir,place_of_worship,28.7102283,77.1214734,delhi
Assemblies Of God Church,place_of_worship,28.5668786,77.2232512,delhi
Noida Kalibari,place_of_worship,28.5782752,77.3348386,delhi
Shri Parshvanath Digambar Jain Mandir,place_of_worship,28.5971542,77.1348412,delhi
Unknown,place_of_worship,28.5003698,77.2265802,delhi
Sanatan Dharam Mandir,place_of_worship,28.5404477,77.238624,delhi
Bible Bhavan,place_of_worship,28.6016729,77.2243295,delhi
Unknown,place_of_worship,28.5772969,77.1809496,delhi
"Budh Vihar, Munirka",place_of_worship,28.5512592,77.1709353,delhi
Unknown,place_of_worship,28.6482422,77.3417653,delhi
Unknown,place_of_worship,28.6453174,77.3385444,delhi
Unknown,place_of_worship,28.7244275,77.1299804,delhi
Unknown,place_of_worship,28.7240551,77.130576,delhi
Unknown,place_of_worship,28.5769564,77.2313386,delhi
Bhumiya,place_of_worship,28.6242806,77.1401946,delhi
Ram Dwara Mandir,place_of_worship,28.6170989,77.1405361,delhi
Baba Bagh wale Mandir,place_of_worship,28.6256619,77.1391761,delhi
Shivalaya,place_of_worship,28.621396,77.1375455,delhi
Mosque,place_of_worship,28.7127164,77.1732671,delhi
Kali Mandir,place_of_worship,28.5333751,77.2914083,delhi
Laxmi Narayan Mandir,place_of_worship,28.5393404,77.2981398,delhi
Arya Samaj Mandir,place_of_worship,28.6198752,77.3026096,delhi
Pracheen Shivalaya,place_of_worship,28.6188577,77.29721,delhi
Masjid Beri Wali,place_of_worship,28.6445402,77.2300399,delhi
Peer Baba Majar,place_of_worship,28.5790458,77.0994034,delhi
Fresco Temple,place_of_worship,28.4159187,77.0605742,delhi
Prachin Shiv Shakti Mandir,place_of_worship,28.5454155,77.2772523,delhi
Shree Radhagovind Mandir,place_of_worship,28.6829673,77.2002812,delhi
Pacheen Shiv Mandir,place_of_worship,28.6805115,77.2029236,delhi
Unknown,place_of_worship,28.4655019,77.0904407,delhi
Unknown,place_of_worship,28.6941798,77.3316655,delhi
Krishna Mandir,place_of_worship,28.5959261,76.9650266,delhi
Unknown,place_of_worship,28.5466373,77.2149626,delhi
Unknown,place_of_worship,28.5460135,77.2142134,delhi
Purana Shiv Mandir,place_of_worship,28.5486132,77.2154554,delhi
Shri shiv shakti mandir,place_of_worship,28.546817,77.2149114,delhi
Hindu Temple,place_of_worship,28.7558102,77.0558351,delhi
Unknown,place_of_worship,28.6015086,77.314852,delhi
Unknown,place_of_worship,28.601022,77.322111,delhi
Unknown,place_of_worship,28.5622812,77.252249,delhi
Unknown,place_of_worship,28.5770558,77.2216979,delhi
Gurudwara Sri Guru Singh Sabha,place_of_worship,28.57533,77.2267242,delhi
Prachin Shiv Shakti Mandir,place_of_worship,28.6045351,77.3322124,delhi
Unknown,place_of_worship,28.5935967,77.0466864,delhi
Neelkanth Shiv Mandir,place_of_worship,28.6081142,77.3577226,delhi
Masjid Kasturba Gandhi Marg,place_of_worship,28.6197882,77.2270622,delhi
Pracheen Shiv Mandir,place_of_worship,28.6963799,77.3311977,delhi
Shani Dev Mandir,place_of_worship,28.6303841,77.2993149,delhi
Unknown,place_of_worship,28.6180404,77.3095486,delhi
Unknown,place_of_worship,28.7202954,77.1670596,delhi
Unknown,place_of_worship,28.7920277,77.1426981,delhi
Masjid Irvin Road,place_of_worship,28.6305886,77.2143659,delhi
Dera Baba Anand Singh Ji Maharaj Nirmal,place_of_worship,28.6738257,77.1367331,delhi
Shri Jhulelal Mandir,place_of_worship,28.6614755,77.1423707,delhi
Sheshnag Wala Mandir,place_of_worship,28.6040882,77.3021579,delhi
Sankat Haari Mandir,place_of_worship,28.6187977,77.0749773,delhi
Gurudwara Sahib,place_of_worship,28.6310651,77.1155973,delhi
Shiv Bhole Mandir,place_of_worship,28.6179805,77.1110048,delhi
Unknown,place_of_worship,28.7147794,77.127201,delhi
श्री गीता भवन मंदिर,place_of_worship,28.6829323,77.2022208,delhi
Shiv Mandir,place_of_worship,28.572924,77.2105537,delhi
Mata ka Mandir,place_of_worship,28.705033,77.2201501,delhi
Akhil Hind Tanzeem Aimma-e-Masjid,place_of_worship,28.6955838,77.2202465,delhi
Shiv Mandir,place_of_worship,28.7052451,77.2202705,delhi
Gurudwara Baba Sahib,place_of_worship,28.7028985,77.1306814,delhi
Shri Sheetla Mata Mandir,place_of_worship,28.5721214,77.2096478,delhi
Saint Jude Thaddeus Church,place_of_worship,28.6780916,77.1877417,delhi
panchavati mandir,place_of_worship,28.4956735,77.2488368,delhi
kali mandir,place_of_worship,28.489443,77.2484188,delhi
Society Mandir,place_of_worship,28.612641,77.4411528,delhi
Alwar wale baba mandir,place_of_worship,28.6207528,77.2828235,delhi
Kali Bari Temple,place_of_worship,28.6203616,77.2819806,delhi
Pracheen Shree Durga Mandir,place_of_worship,28.657299,77.236343,delhi
Shri Sanatan Dharma Mandir,place_of_worship,28.5703491,77.2159192,delhi
Logix Blossom County Temple,place_of_worship,28.5101961,77.4151913,delhi
English Wine and Beer,alcohol,28.4981833,77.0898086,delhi
Unknown,alcohol,28.5099125,77.1684166,delhi
Unknown,alcohol,28.417158,77.050592,delhi
Unknown,alcohol,28.5666188,77.2466509,delhi
Liquor Shop,alcohol,28.6269191,77.2426367,delhi
Unknown,alcohol,28.5954266,77.3622529,delhi
Unknown,alcohol,28.567471,77.3349614,delhi
Unknown,alcohol,28.42568,77.0999606,delhi
Unknown,alcohol,28.5586626,77.1640959,delhi
Wine Shop,alcohol,28.5365283,77.2124237,delhi
Beer& Wine Shop,alcohol,28.6309471,77.2213164,delhi
Unknown,alcohol,28.4661086,77.0645897,delhi
Unknown,alcohol,28.5228386,77.2152937,delhi
Unknown,alcohol,28.5401044,77.2342222,delhi
Unknown,alcohol,28.5401112,77.234181,delhi
The Liquor Store,alcohol,28.5301564,77.2194297,delhi
Unknown,alcohol,28.4192826,77.0455961,delhi
Ma 3 3,alcohol,28.645342,77.2112304,delhi
Wine & Beer Shop,alcohol,28.6981024,77.115816,delhi
Govt. Wine & Beer Shop,alcohol,28.5404291,77.2345523,delhi
Unknown,alcohol,28.5251357,77.1560612,delhi
Government Wine & Beer Shop,alcohol,28.5438377,77.2082617,delhi
Government Wine & Beer Shop,alcohol,28.7349852,77.1195497,delhi
Liquor Shop,alcohol,28.5700199,77.2262234,delhi
Wine and Beer Shop,alcohol,28.6293046,77.2775553,delhi
Unknown,alcohol,28.5173067,77.2208366,delhi
Wine and Beer,alcohol,28.5188219,77.2066838,delhi
Happy,alcohol,28.6411257,77.2125615,delhi
Unknown,alcohol,28.4772619,77.0694023,delhi
Unknown,alcohol,28.6418903,77.2242686,delhi
Unknown,alcohol,28.4220829,77.3257704,delhi
Wine + Beer Shop,alcohol,28.6457131,77.2107427,delhi
Unknown,alcohol,28.440572,77.0814928,delhi
Government Wine and Beer Shop,alcohol,28.6861176,77.2919969,delhi
Wine and Beer Store,alcohol,28.6750858,77.2883489,delhi
Unknown,alcohol,28.5327259,77.1529611,delhi
Unknown,alcohol,28.5404112,77.2335775,delhi
Wine and Beer Shop,alcohol,28.5336349,77.2692828,delhi
Unknown,alcohol,28.5498305,77.2510429,delhi
Unknown,alcohol,28.6011318,77.226349,delhi
Unknown,alcohol,28.6809143,77.1764423,delhi
Government Wine and Beer Shop,alcohol,28.6781559,77.3087402,delhi
Government Wine and Beer shop,alcohol,28.6123842,76.9918741,delhi
Government Wine and Beer Shop,alcohol,28.5591709,77.1965519,delhi
Unknown,alcohol,28.4877465,77.0933995,delhi
G-Town Wines,alcohol,28.4798362,77.0919596,delhi
Scotachtap Liquor Store,alcohol,28.4295297,77.088965,delhi
Discovery Liqour Warehouse,alcohol,28.4422474,77.1014293,delhi
English Wine and Beer Shop,alcohol,28.4297578,77.0747566,delhi
G Town Wines,alcohol,28.4436074,77.1017316,delhi
Daily Dose,alcohol,28.4707682,77.0944617,delhi
Unknown,alcohol,28.5799817,77.2413962,delhi
Wine and beer store (liquor too),alcohol,28.6386099,77.2101114,delhi
Liquor Vend,alcohol,28.6293809,77.2775062,delhi
English Wine and Beer Shop,alcohol,28.4336452,77.0708771,delhi
Jura,alcohol,28.40096,77.0444453,delhi
Discovery Liquor Warehouse,alcohol,28.4467316,77.0791041,delhi
Lakeforest Wine,alcohol,28.4568622,77.0975332,delhi
Liquor Fort,alcohol,28.4613643,77.0841068,delhi
Discovery Liqour and Wines,alcohol,28.4569523,77.0976372,delhi
Liquor Point,alcohol,28.4484544,77.072603,delhi
Liqour Fort,alcohol,28.4438854,77.0579206,delhi
Liqourland,alcohol,28.4339705,77.0600786,delhi
Discovery Liquour Warehouse,alcohol,28.4320255,77.1045149,delhi
English Wine and Beer Shop,alcohol,28.4241101,77.0680888,delhi
Government liquor shop,alcohol,28.5427448,77.2528122,delhi
Lakeforest Wines,alcohol,28.467761,77.0874871,delhi
Unknown,alcohol,28.4235753,77.0907339,delhi
Govt. Wine & Beer shop,alcohol,28.6342332,77.2834021,delhi
Liquor Point,alcohol,28.4306211,77.0778519,delhi
G Town Wines,alcohol,28.4231411,77.0537682,delhi
Unknown,alcohol,28.4326057,77.0514744,delhi
Discovery,alcohol,28.4277457,77.0323665,delhi
G Town Wines,alcohol,28.4411967,77.0016421,delhi
Unknown,alcohol,28.4262977,77.0240495,delhi
Government Wine Shop,alcohol,28.6335601,77.2816529,delhi
Discovery,alcohol,28.4497224,77.0907682,delhi
wine Shop,alcohol,28.5885488,77.1690232,delhi
Discovery,alcohol,28.4213913,77.1056176,delhi
SK Wines,alcohol,28.4147687,77.0831518,delhi
Discovery Liquor Warehouse,alcohol,28.4012723,77.0100537,delhi
Discovery Liquor Warehouse,alcohol,28.4003869,77.0070337,delhi
Lakeforest Wines,alcohol,28.4775053,77.0721634,delhi
Lakeforest Wines,alcohol,28.4971282,77.0811552,delhi
Kalra's Wine & Beer Shop,alcohol,28.6370938,77.2857704,delhi
Unknown,alcohol,28.4225824,77.1448547,delhi
Wine & Beer Shop,alcohol,28.6985607,77.20442,delhi
Government Wine & Beer Shop,alcohol,28.6982076,77.2055105,delhi
Vintage,alcohol,28.4048847,77.0534967,delhi
Government Wine & Beer Shop,alcohol,28.5909224,77.0431377,delhi
Government Wine And Beer Shop,alcohol,28.6335356,77.2065442,delhi
Liquor Vend,alcohol,28.619491,77.2858801,delhi
Liqour Mart,alcohol,28.6311219,77.221319,delhi
Unknown,alcohol,28.6307586,77.2206195,delhi
Cheers Avenue,alcohol,28.5711509,77.3246976,delhi
Whisky Shop,alcohol,28.5712837,77.3243261,delhi
Good Spirits (Wine & Beer Shop),alcohol,28.619713,77.3009684,delhi
GTown Wines,alcohol,28.8831398,77.1185984,delhi
GTown Wines,alcohol,28.8619256,77.1246031,delhi
GTown,alcohol,28.8597316,77.1246816,delhi
Wine & Beer Shop,alcohol,28.7137084,77.1724464,delhi
Wine & Beer Shop,alcohol,28.7252922,77.1626981,delhi
Government Wine and Beer Shop,alcohol,28.5927608,77.0462149,delhi
Discovery Liquor Warehouse,alcohol,28.4617675,77.0951486,delhi
Lakeforest Wines,alcohol,28.4667062,77.0939618,delhi
Beer and Wine,alcohol,28.6010447,77.3166546,delhi
The Liquor Fort,alcohol,28.4174503,77.1000609,delhi
Government Wine & Beer Shop,alcohol,28.632603,77.2171778,delhi
Wine And Beer Shop,alcohol,28.7385277,77.1538685,delhi
Wine & Beer Shop,alcohol,28.7287553,77.0855914,delhi
HR10 Wine Shop,alcohol,28.899889,77.1124207,delhi
Heritage International School,school,28.5084497,77.166546,gurgaon
Deep Public School,school,28.5117155,77.1634819,gurgaon
Unknown,school,28.4896385,77.1384019,gurgaon
"Delhi Public School, Primary Section",school,28.4295352,77.0525305,gurgaon
CR Model Public School,school,28.4463106,77.0458728,gurgaon
Salvan Public School,school,28.4636101,77.0465147,gurgaon
"Government Secondary School, Damdama",school,28.3022552,77.123813,gurgaon
Stones2milestones,school,28.4539934,77.0783203,gurgaon
Government Boys and Girls Senior Secondary School,school,28.6114104,76.9877135,gurgaon
Unknown,school,28.5962679,77.177701,gurgaon
Govt. Girls Senior Secondary School,school,28.573859,77.1842457,gurgaon
DPS International School,school,28.5697886,77.1783234,gurgaon
Jose Martin Sarvodya Vidyalya,school,28.5712962,77.1781517,gurgaon
"NIIT - New Friends Colony, South Delhi",school,28.5603226,77.2667188,gurgaon
Unknown,school,28.4616751,77.0787484,gurgaon
Sumermal Jain Public School,school,28.6300965,77.0940113,gurgaon
American Montessori,school,28.4850535,77.080977,gurgaon
Kamla International,school,28.418088,77.0612,gurgaon
Ratan Devi Girls Senior Sec. School,school,28.6614428,77.2799953,gurgaon
St. Angels (Jr),school,28.4469205,77.0651743,gurgaon
St. Angels (Sr),school,28.4419185,77.0695058,gurgaon
"Delhi Public School, Dwarka",school,28.6059739,77.0479506,gurgaon
"Govt. Primary Boys School, Sidhrawali",school,28.2662766,76.8324001,gurgaon
"Govt. Primary Girls School, Sidhrawali",school,28.2669425,76.8338851,gurgaon
"Govt. Senior Secondary School, Sidhrawali",school,28.2687959,76.8328043,gurgaon
Suman Public School,school,28.2665063,76.8335477,gurgaon
Holy Cross School,school,28.6147687,76.9811687,gurgaon
Unknown,school,28.6182087,76.9837474,gurgaon
Krishna Model School,school,28.6060798,76.985117,gurgaon
Mitraon Govt School,school,28.6067575,76.9396906,gurgaon
Ujwa Govt School,school,28.5704851,76.9036618,gurgaon
Govt Primary School Malik Pur,school,28.551102,76.8999464,gurgaon
Govt Primary School DaryaPur,school,28.552763,76.9075424,gurgaon
Govt Senior Secondary School,school,28.6024715,76.9317444,gurgaon
Kendriya Vidhyalya,school,28.6826588,77.1578285,gurgaon
New Ideal Public School,school,28.5467878,77.2921488,gurgaon
Jai Bharti Public School,school,28.5464998,77.2925361,gurgaon
Disha Public School,school,28.5480622,77.2929511,gurgaon
Jasola Public School,school,28.5483522,77.2930513,gurgaon
